case index 3 = {
num freq, 1701
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
300, 1.25615e-06, 1, 1, 0.00649618, 0.996026, 1, 1, 0.152496, 0.00125018, 1, 0.158446, 1, 1, 1, 1, 1, 1, 1, 0.998886, 0.997136, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
301, 2.43886e-06, 1, 1, 0.0121458, 0.9964, 1, 1, 0.156639, 0.00126651, 1, 0.159234, 1, 1, 1, 1, 1, 1, 1, 0.99886, 0.997537, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
302, 4.4461e-06, 1, 1, 0.0212903, 0.996572, 1, 1, 0.160817, 0.00128434, 1, 0.160004, 1, 1, 1, 1, 1, 1, 1, 0.998777, 0.997791, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
303, 7.46546e-06, 1, 1, 0.0344382, 0.996639, 1, 1, 0.165029, 0.00130259, 1, 0.160776, 1, 1, 1, 1, 1, 1, 1, 0.998685, 0.997951, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
304, 1.18443e-05, 1, 1, 0.0525643, 0.996768, 1, 1, 0.169271, 0.00132109, 1, 0.161549, 1, 1, 1, 1, 1, 1, 1, 0.998634, 0.99813, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
305, 1.7895e-05, 1, 1, 0.0765013, 0.996908, 1, 1, 0.173545, 0.00133974, 1, 0.162319, 1, 1, 1, 1, 1, 1, 1, 0.998614, 0.998291, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
306, 2.56354e-05, 1, 1, 0.10559, 0.996972, 1, 1, 0.177848, 0.00135851, 1, 0.163082, 1, 1, 1, 1, 1, 1, 1, 0.998593, 0.998377, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
307, 3.56118e-05, 1, 1, 0.141297, 0.997026, 1, 1, 0.182178, 0.00137748, 1, 0.163843, 1, 1, 1, 1, 1, 1, 1, 0.998556, 0.998468, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
308, 4.71858e-05, 1, 1, 0.180608, 0.997148, 1, 1, 0.186534, 0.00139671, 1, 0.164608, 1, 1, 1, 1, 1, 1, 1, 0.998506, 0.99864, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
