case index 8 = {
num freq, 1701
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
300, 6.30155e-06, 1, 1, 0.000206058, 0.9926, 1, 1, 0.0291234, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.997914, 0.994675, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
301, 1.85087e-05, 1, 1, 0.000578266, 0.993272, 1, 1, 0.0306285, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.997851, 0.99541, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
302, 4.75199e-05, 1, 1, 0.00142221, 0.993492, 1, 1, 0.0321821, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.99772, 0.995762, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
303, 0.000109975, 1, 1, 0.00315105, 0.993822, 1, 1, 0.0337843, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.99757, 0.996242, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
304, 0.000233448, 1, 1, 0.00640091, 0.993947, 1, 1, 0.0354356, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.997472, 0.996466, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
305, 0.000449935, 1, 1, 0.0118356, 0.994235, 1, 1, 0.0371359, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.997416, 0.99681, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
306, 0.000820718, 1, 1, 0.0206642, 0.994346, 1, 1, 0.0388853, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.997373, 0.996964, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
307, 0.00137711, 1, 1, 0.0332937, 0.994509, 1, 1, 0.0406841, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.997304, 0.997198, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
308, 0.00220378, 1, 1, 0.0510742, 0.994648, 1, 1, 0.0425321, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.997206, 0.997434, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
