case index 1 = {
num freq, 1701
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
300, 0.0129122, 1, 1, 0.0434579, 0.997436, 1, 1, 0.295421, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999267, 0.998168, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
301, 0.0194559, 1, 1, 0.0644109, 0.997667, 1, 1, 0.3006, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999245, 0.998421, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
302, 0.0279044, 1, 1, 0.0909018, 0.997741, 1, 1, 0.305775, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999198, 0.998542, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
303, 0.038342, 1, 1, 0.122929, 0.997854, 1, 1, 0.310943, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999146, 0.998707, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
304, 0.0506637, 1, 1, 0.159872, 0.997898, 1, 1, 0.316104, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999111, 0.998785, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
305, 0.0648767, 1, 1, 0.201572, 0.997995, 1, 1, 0.321255, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999091, 0.998903, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
306, 0.0807276, 1, 1, 0.246964, 0.998034, 1, 1, 0.326397, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999077, 0.998956, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
307, 0.097901, 1, 1, 0.295021, 0.99809, 1, 1, 0.331528, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999052, 0.999037, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
308, 0.116098, 1, 1, 0.34464, 0.998137, 1, 1, 0.336647, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999018, 0.999118, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
