case index 3 = {
num freq, 1701
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
300, 0, 1, 1, 0.00168199, 0.994905, 1, 1, 0.0894878, 9.99999e-36, 1, 6.43234e-19, 1, 1, 1, 1, 1, 1, 1, 0.998576, 0.996322, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
301, 0, 1, 1, 0.00368812, 0.995385, 1, 1, 0.09262, 1e-35, 1, 7.1748e-19, 1, 1, 1, 1, 1, 1, 1, 0.998543, 0.996838, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
302, 0, 1, 1, 0.00751981, 0.995607, 1, 1, 0.0958025, 1e-35, 1, 7.99069e-19, 1, 1, 1, 1, 1, 1, 1, 0.998438, 0.997164, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
303, 0, 1, 1, 0.0137611, 0.995693, 1, 1, 0.099034, 9.99999e-36, 1, 8.89762e-19, 1, 1, 1, 1, 1, 1, 1, 0.998319, 0.997369, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
304, 0, 1, 1, 0.0235642, 0.995858, 1, 1, 0.102314, 1e-35, 1, 9.9048e-19, 1, 1, 1, 1, 1, 1, 1, 0.998254, 0.997599, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
305, 0, 1, 1, 0.0378851, 0.996039, 1, 1, 0.10564, 1e-35, 1, 1.10144e-18, 1, 1, 1, 1, 1, 1, 1, 0.998228, 0.997806, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
306, 0, 1, 1, 0.0570117, 0.99612, 1, 1, 0.109013, 1e-35, 1, 1.22322e-18, 1, 1, 1, 1, 1, 1, 1, 0.9982, 0.997916, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
307, 0, 1, 1, 0.082633, 0.996191, 1, 1, 0.112432, 1e-35, 1, 1.35766e-18, 1, 1, 1, 1, 1, 1, 1, 0.998154, 0.998032, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
308, 0, 1, 1, 0.112693, 0.996347, 1, 1, 0.115894, 1e-35, 1, 1.50677e-18, 1, 1, 1, 1, 1, 1, 1, 0.998091, 0.998254, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
309, 0, 1, 1, 0.148707, 0.996389, 1, 1, 0.119399, 9.99999e-36, 1, 1.67171e-18, 1, 1, 1, 1, 1, 1, 1, 0.99799, 0.998395, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
310, 0, 1, 1, 0.190855, 0.996462, 1, 1, 0.122946, 9.99999e-36, 1, 1.85266e-18, 1, 1, 1, 1, 1, 1, 1, 0.997898, 0.998561, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
311, 0, 1, 1, 0.234246, 0.996592, 1, 1, 0.126533, 1e-35, 1, 2.05062e-18, 1, 1, 1, 1, 1, 1, 1, 0.997833, 0.998756, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
312, 0, 1, 1, 0.283524, 0.996718, 1, 1, 0.130161, 1e-35, 1, 2.26858e-18, 1, 1, 1, 1, 1, 1, 1, 0.997768, 0.998947, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
313, 0, 1, 1, 0.334311, 0.996811, 1, 1, 0.133827, 1e-35, 1, 2.50961e-18, 1, 1, 1, 1, 1, 1, 1, 0.997729, 0.99908, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
314, 0, 1, 1, 0.38489, 0.996902, 1, 1, 0.13753, 1e-35, 1, 2.77554e-18, 1, 1, 1, 1, 1, 1, 1, 0.997679, 0.999221, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
315, 0, 1, 1, 0.437178, 0.996936, 1, 1, 0.14127, 1e-35, 1, 3.06665e-18, 1, 1, 1, 1, 1, 1, 1, 0.997594, 0.99934, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
316, 0, 1, 1, 0.485434, 0.996928, 1, 1, 0.145044, 1e-35, 1, 3.38415e-18, 1, 1, 1, 1, 1, 1, 1, 0.997521, 0.999406, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
317, 0, 1, 1, 0.531173, 0.9969, 1, 1, 0.148853, 1e-35, 1, 3.73245e-18, 1, 1, 1, 1, 1, 1, 1, 0.997409, 0.999489, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
318, 0, 1, 1, 0.582431, 0.996887, 1, 1, 0.152694, 9.99999e-36, 1, 4.11637e-18, 1, 1, 1, 1, 1, 1, 1, 0.997302, 0.999584, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
319, 0, 1, 1, 0.628864, 0.996929, 1, 1, 0.156567, 1e-35, 1, 4.53892e-18, 1, 1, 1, 1, 1, 1, 1, 0.997247, 0.999682, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
320, 0, 1, 1, 0.668563, 0.99693, 1, 1, 0.160471, 1e-35, 1, 5.00053e-18, 1, 1, 1, 1, 1, 1, 1, 0.997186, 0.999743, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
321, 0, 1, 1, 0.712222, 0.996943, 1, 1, 0.164404, 1e-35, 1, 5.50249e-18, 1, 1, 1, 1, 1, 1, 1, 0.997146, 0.999796, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
322, 0, 1, 1, 0.737053, 0.996938, 1, 1, 0.168365, 1e-35, 1, 6.05116e-18, 1, 1, 1, 1, 1, 1, 1, 0.997086, 0.999852, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
323, 0, 1, 1, 0.76905, 0.996898, 1, 1, 0.172353, 1e-35, 1, 6.65405e-18, 1, 1, 1, 1, 1, 1, 1, 0.997006, 0.999892, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
324, 0, 1, 1, 0.807875, 0.996871, 1, 1, 0.176366, 1e-35, 1, 7.31625e-18, 1, 1, 1, 1, 1, 1, 1, 0.996949, 0.999922, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
325, 0, 1, 1, 0.820592, 0.996814, 1, 1, 0.180405, 9.99999e-36, 1, 8.03855e-18, 1, 1, 1, 1, 1, 1, 1, 0.996872, 0.999941, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
326, 0, 1, 1, 0.848123, 0.996754, 1, 1, 0.184467, 9.99999e-36, 1, 8.82133e-18, 1, 1, 1, 1, 1, 1, 1, 0.996799, 0.999956, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
327, 0, 1, 1, 0.872166, 0.996727, 1, 1, 0.188552, 1e-35, 1, 9.67306e-18, 1, 1, 1, 1, 1, 1, 1, 0.996758, 0.999969, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
328, 0, 1, 1, 0.877736, 0.996673, 1, 1, 0.192658, 9.99999e-36, 1, 1.06055e-17, 1, 1, 1, 1, 1, 1, 1, 0.996696, 0.999976, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
329, 0, 1, 1, 0.904346, 0.996588, 1, 1, 0.196784, 1e-35, 1, 1.16275e-17, 1, 1, 1, 1, 1, 1, 1, 0.996606, 0.999982, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
330, 0, 1, 1, 0.920488, 0.996541, 1, 1, 0.20093, 1e-35, 1, 1.27422e-17, 1, 1, 1, 1, 1, 1, 1, 0.996554, 0.999987, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
331, 0, 1, 1, 0.918812, 0.996503, 1, 1, 0.205093, 1e-35, 1, 1.3949e-17, 1, 1, 1, 1, 1, 1, 1, 0.996511, 0.999992, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
332, 0, 1, 1, 0.935896, 0.996335, 1, 1, 0.209274, 1e-35, 1, 1.52567e-17, 1, 1, 1, 1, 1, 1, 1, 0.99634, 0.999995, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
333, 0, 1, 1, 0.94924, 0.996201, 1, 1, 0.21347, 1e-35, 1, 1.66826e-17, 1, 1, 1, 1, 1, 1, 1, 0.996205, 0.999996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
334, 0, 1, 0.999927, 0.951104, 0.996237, 1, 1, 0.217681, 1e-35, 1, 1.82444e-17, 1, 1, 1, 1, 0.999927, 1, 1, 0.996241, 0.999996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
335, 0, 1, 0.9997, 0.96467, 0.996223, 1, 1, 0.221906, 1e-35, 1, 1.99686e-17, 1, 1, 1, 1, 0.9997, 1, 1, 0.996226, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
336, 0, 1, 0.999441, 0.972815, 0.996169, 1, 1, 0.226144, 9.99999e-36, 1, 2.18835e-17, 1, 1, 1, 1, 0.999441, 1, 1, 0.99617, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
337, 0, 1, 0.999296, 0.967926, 0.99614, 1, 1, 0.230394, 1e-35, 1, 2.3999e-17, 1, 1, 1, 1, 0.999296, 1, 1, 0.99614, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
338, 0, 1, 0.999207, 0.972049, 0.995977, 1, 1, 0.234654, 1e-35, 1, 2.63221e-17, 1, 1, 1, 1, 0.999207, 1, 1, 0.995977, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
339, 0, 1, 0.999043, 0.981351, 0.995769, 1, 1, 0.238925, 1e-35, 1, 2.88776e-17, 1, 1, 1, 1, 0.999043, 1, 1, 0.995769, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
340, 0, 1, 0.998717, 0.983123, 0.995641, 1, 1, 0.243204, 1e-35, 1, 3.17059e-17, 1, 1, 1, 1, 0.998717, 1, 1, 0.995641, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
341, 0, 1, 0.998187, 0.985486, 0.995589, 1, 1, 0.247491, 1e-35, 1, 3.48391e-17, 1, 1, 1, 1, 0.998187, 1, 1, 0.995589, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
342, 0, 1, 0.997535, 0.99079, 0.99571, 1, 1, 0.251784, 9.99999e-36, 1, 3.82931e-17, 1, 1, 1, 1, 0.997535, 1, 1, 0.99571, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
343, 0, 1, 0.997043, 0.990784, 0.995824, 1, 1, 0.256084, 9.99999e-36, 1, 4.20903e-17, 1, 1, 1, 1, 0.997043, 1, 1, 0.995824, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
344, 0, 1, 0.997093, 0.988242, 0.995731, 1, 1, 0.26039, 1e-35, 1, 4.62596e-17, 1, 1, 1, 1, 0.997093, 1, 1, 0.995731, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
345, 0, 1, 0.997769, 0.99046, 0.99554, 1, 1, 0.264698, 1e-35, 1, 5.08076e-17, 1, 1, 1, 1, 0.997769, 1, 1, 0.99554, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
346, 0, 1, 0.998625, 0.9947, 0.995356, 1, 1, 0.269011, 1e-35, 1, 5.5739e-17, 1, 1, 1, 1, 0.998625, 1, 1, 0.995356, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
347, 0, 1, 0.999197, 0.996497, 0.995153, 1, 1, 0.273326, 1e-35, 1, 6.11059e-17, 1, 1, 1, 1, 0.999197, 1, 1, 0.995153, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
348, 0, 1, 0.999449, 0.997241, 0.995002, 1, 1, 0.277643, 1e-35, 1, 6.69806e-17, 1, 1, 1, 1, 0.999449, 1, 1, 0.995002, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
349, 0, 1, 0.999503, 0.998233, 0.995131, 1, 1, 0.281961, 1e-35, 1, 7.34104e-17, 1, 1, 1, 1, 0.999503, 1, 1, 0.995131, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
350, 0, 1, 0.999449, 0.998632, 0.995293, 1, 1, 0.286278, 1e-35, 1, 8.04077e-17, 1, 1, 1, 1, 0.999449, 1, 1, 0.995293, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
351, 0, 1, 0.999346, 0.998051, 0.99525, 1, 1, 0.290595, 1e-35, 1, 8.79959e-17, 1, 1, 1, 1, 0.999346, 1, 1, 0.99525, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
352, 0, 1, 0.999189, 0.9977, 0.995281, 1, 1, 0.294911, 1e-35, 1, 9.62584e-17, 1, 1, 1, 1, 0.999189, 1, 1, 0.995281, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
353, 0, 1, 0.998958, 0.998485, 0.995182, 1, 1, 0.299224, 1e-35, 1, 1.05291e-16, 1, 1, 1, 1, 0.998958, 1, 1, 0.995183, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
354, 0, 1, 0.998632, 0.999332, 0.994808, 1, 1, 0.303534, 1e-35, 1, 1.15148e-16, 1, 1, 1, 1, 0.998632, 1, 1, 0.994809, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
355, 0, 1, 0.998107, 0.999491, 0.994703, 1, 1, 0.30784, 1e-35, 1, 1.25831e-16, 1, 1, 1, 1, 0.998107, 1, 1, 0.994704, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
356, 0, 1, 0.997213, 0.999358, 0.994713, 1, 1, 0.312142, 1e-35, 1, 1.37369e-16, 1, 1, 1, 1, 0.997213, 1, 1, 0.994714, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
357, 0, 1, 0.995781, 0.999222, 0.994533, 1, 1, 0.316439, 1e-35, 1, 1.49899e-16, 1, 1, 1, 1, 0.995781, 1, 1, 0.994534, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
358, 0, 1, 0.993777, 0.999287, 0.994623, 1, 1, 0.32073, 1e-35, 1, 1.63564e-16, 1, 1, 1, 1, 0.993777, 1, 1, 0.994624, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
359, 0, 1, 0.991581, 0.999391, 0.994897, 1, 1, 0.325015, 1e-35, 1, 1.78437e-16, 1, 1, 1, 1, 0.991581, 1, 1, 0.994898, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
360, 0, 1, 0.990098, 0.999394, 0.99485, 1, 1, 0.329293, 1e-35, 1, 1.94525e-16, 1, 1, 1, 1, 0.990098, 1, 1, 0.99485, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
361, 0, 1, 0.990475, 0.999469, 0.994631, 1, 1, 0.333563, 1e-35, 1, 2.11892e-16, 1, 1, 1, 1, 0.990475, 1, 1, 0.994631, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
362, 0, 1, 0.99291, 0.999622, 0.994576, 1, 1, 0.337825, 1e-35, 1, 2.30732e-16, 1, 1, 1, 1, 0.99291, 1, 1, 0.994577, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
363, 0, 1, 0.995911, 0.999749, 0.994596, 1, 1, 0.342078, 1e-35, 1, 2.5124e-16, 1, 1, 1, 1, 0.995911, 1, 1, 0.994596, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
364, 0, 1, 0.998007, 0.999796, 0.994407, 1, 1, 0.346321, 1e-35, 1, 2.73522e-16, 1, 1, 1, 1, 0.998007, 1, 1, 0.994408, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
365, 0, 1, 0.999075, 0.999834, 0.994151, 1, 1, 0.350555, 1e-35, 1, 2.9757e-16, 1, 1, 1, 1, 0.999075, 1, 1, 0.994152, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
366, 0, 1, 0.999558, 0.999934, 0.994196, 1, 1, 0.354778, 1e-35, 1, 3.23443e-16, 1, 1, 1, 1, 0.999558, 1, 1, 0.994196, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
367, 0, 1, 0.999763, 0.999996, 0.994319, 1, 1, 0.35899, 1e-35, 1, 3.51421e-16, 1, 1, 1, 1, 0.999763, 1, 1, 0.99432, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
368, 0, 1, 0.999833, 1, 0.994321, 1, 1, 0.36319, 1e-35, 1, 3.81803e-16, 1, 1, 1, 1, 0.999833, 1, 1, 0.994322, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
369, 0, 1, 0.999845, 1, 0.994356, 1, 1, 0.367379, 1e-35, 1, 4.14743e-16, 1, 1, 1, 1, 0.999845, 1, 1, 0.994357, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
370, 0, 1, 0.999845, 1, 0.994387, 1, 1, 0.371556, 9.99999e-36, 1, 4.50234e-16, 1, 1, 1, 1, 0.999845, 1, 1, 0.994388, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
371, 0, 1, 0.999845, 1, 0.99422, 1, 1, 0.375719, 1e-35, 1, 4.88358e-16, 1, 1, 1, 1, 0.999845, 1, 1, 0.994221, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
372, 0, 1, 0.999844, 1, 0.993986, 1, 1, 0.379869, 1e-35, 1, 5.29508e-16, 1, 1, 1, 1, 0.999844, 1, 1, 0.993986, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
373, 0, 1, 0.999818, 1, 0.994067, 1, 1, 0.384005, 1e-35, 1, 5.74105e-16, 1, 1, 1, 1, 0.999818, 1, 1, 0.994067, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
